product_id,brand,model,size,price,currency,size_format
15651284,Jordan,x Dior Air Jordan 1 Low sneakers,10.5,11651.0,EUR,US Men
15651284,Jordan,x Dior Air Jordan 1 Low sneakers,11,11689.0,EUR,US Men
15651284,Jordan,x Dior Air Jordan 1 Low sneakers,12,14035.0,EUR,US Men
15651284,Jordan,x Dior Air Jordan 1 Low sneakers,13,21053.0,EUR,US Men
15651284,Jordan,x Dior Air Jordan 1 Low sneakers,default,9146.0,EUR,US Men
14286292,Jordan,Air Jordan 1 Retro High OG SE satin,10.5,14535.0,EUR,US Men
14286292,Jordan,Air Jordan 1 Retro High OG SE satin,default,9147.0,EUR,US Men
17139862,Nike,"x Travis Scott Air Max 270 ""Cactus Trails"" sneakers",default,8980.0,EUR,US Men
14164895,adidas,x Pharrell Williams HU NMD Trail sneakers,7,10260.0,EUR,UK
14164895,adidas,x Pharrell Williams HU NMD Trail sneakers,12,13256.0,EUR,UK
14164895,adidas,x Pharrell Williams HU NMD Trail sneakers,default,8550.0,EUR,UK
16731592,Nike,"Kobe 8 System Premium ""What The Kobe"" sneakers",default,8533.0,EUR,US Men
17299156,Nike,"HyperAdapt 1.0 ""Blue Lagoon"" sneakers",default,8532.0,EUR,US Men
13625365,Jordan,Air Jordan 1 Retro High OG NRG sneakers,9.5,8577.0,EUR,US Men
13625365,Jordan,Air Jordan 1 Retro High OG NRG sneakers,10,8577.0,EUR,US Men
13625365,Jordan,Air Jordan 1 Retro High OG NRG sneakers,10.5,8577.0,EUR,US Men
13625365,Jordan,Air Jordan 1 Retro High OG NRG sneakers,13,8577.0,EUR,US Men
13625365,Jordan,Air Jordan 1 Retro High OG NRG sneakers,default,8070.0,EUR,US Men
14164695,Nike,Air Yeezy hi-top sneakers,9,9355.0,EUR,US Men
14164695,Nike,Air Yeezy hi-top sneakers,10.5,8577.0,EUR,US Men
14164695,Nike,Air Yeezy hi-top sneakers,default,4114.0,EUR,US Men
14085748,adidas,X Pharrell Williams Hu Holi NMD sneakers,default,7994.0,EUR,UK
18153013,Nike,Dunk Low Pro SB sneakers,default,7796.0,EUR,US Men
14164749,Nike,HyperAdapt 1.0 sneakers,default,7695.0,EUR,US Men
17447052,Nike,Dunk Low Pro B sneakers,default,7645.0,EUR,US Men
14312746,Nike,Dunk Low Pro SB sneakers,default,7426.0,EUR,US Men
17571752,Nike,x Parra Dunk SB Low Pro QS sneakers,default,7411.0,EUR,US Men
12195642,Guidi,crocodile textured boots,default,7073.0,EUR,Italy
18187542,Nike,Dunk High Pro SB sneakers,default,7018.0,EUR,US Men
17514304,Jordan,Air Jordan 1 Retro High OG NRG sneakers,default,7018.0,EUR,US Men
16714267,Nike,Dunk Low Pro SB sneakers,default,7018.0,EUR,US Men
15865291,Jordan,Air Jordan 3 Retro sneakers,default,7018.0,EUR,US Men
17737578,Jordan,x KAWS Air Jordan 4 Retro sneakers,default,7003.0,EUR,US Men
17241172,Nike,"x DJ Clark Kent Air Max LeBron ""112"" sneakers",default,6859.0,EUR,US Men
14274353,Nike,Kobe 11 Elite Low FTB sneakers,12,7695.0,EUR,US Men
14274353,Nike,Kobe 11 Elite Low FTB sneakers,default,6823.0,EUR,US Men
16192435,Philipp Plein,PHANTOM KICK$ high-top Sneakers,default,6600.0,EUR,Italy
14268619,Jordan,Air Jordan 1 Retro High OG sneakers,11.5,7260.0,EUR,US Men
14268619,Jordan,Air Jordan 1 Retro High OG sneakers,default,6616.0,EUR,US Men
16614875,Philipp Plein,Skywalker Runner Stones low-top sneakers,default,4200.0,EUR,Italy
14155583,Nike,Dunk Low Pro SB sneakers,9,7796.0,EUR,US Men
14155583,Nike,Dunk Low Pro SB sneakers,default,6397.0,EUR,US Men
14164745,adidas,Pharrell Williams Human Race NMD sneakers,8,6840.0,EUR,UK
14164745,adidas,Pharrell Williams Human Race NMD sneakers,default,6333.0,EUR,UK
12959137,Jordan,Air Jordan 4 Retro Kaws,11,8250.0,EUR,US Men
12959137,Jordan,Air Jordan 4 Retro Kaws,12,10137.0,EUR,US Men
12959137,Jordan,Air Jordan 4 Retro Kaws,13,7744.0,EUR,US Men
12959137,Jordan,Air Jordan 4 Retro Kaws,default,6236.0,EUR,US Men
15247420,Nike,x Supreme Blazer SB sneakers,default,6191.0,EUR,US Men
14164790,adidas,x Pharrell Williams Human Race NMD TR sneakers,4,7270.0,EUR,UK
14164790,adidas,x Pharrell Williams Human Race NMD TR sneakers,6,8747.0,EUR,UK
14164790,adidas,x Pharrell Williams Human Race NMD TR sneakers,6.5,8209.0,EUR,UK
14164790,adidas,x Pharrell Williams Human Race NMD TR sneakers,7,8550.0,EUR,UK
14164790,adidas,x Pharrell Williams Human Race NMD TR sneakers,13.5,8550.0,EUR,UK
14164790,adidas,x Pharrell Williams Human Race NMD TR sneakers,default,6207.0,EUR,UK
16193034,Philipp Plein,Money Kicks crystal-embellished sneakers,default,6000.0,EUR,Italy
15576413,Philipp Plein,Money Beast high-top sneakers,default,6000.0,EUR,Italy
15543976,Philipp Plein,Money Beast crystal  flame sneakers,default,6000.0,EUR,Italy
15543953,Philipp Plein,Money Beast high-top sneakers,default,6000.0,EUR,Italy
15541447,Philipp Plein,Money Beast high-top sneakers,default,6000.0,EUR,Italy
15389098,Philipp Plein,rhinestone-embellished high-top sneakers,default,6000.0,EUR,Italy
14399097,Nike,"Air Fear of God 1 ""Amarillo"" sneakers",default,5985.0,EUR,US Men
14088788,Jordan,Air Jordan 1 Retro High OG SoleFly,9,7270.0,EUR,US Men
14088788,Jordan,Air Jordan 1 Retro High OG SoleFly,default,5985.0,EUR,US Men
12960343,Nike X Off-White,The 10 Nike Air Max 97 OG sneakers,default,5985.0,EUR,US Men
12960234,Nike X Off-White,The 10 Air Presto sneakers,9,10856.0,EUR,US Men
12960234,Nike X Off-White,The 10 Air Presto sneakers,13,7653.0,EUR,US Men
12960234,Nike X Off-White,The 10 Air Presto sneakers,default,5875.0,EUR,US Men
13562008,Jordan,Air Jordan 1 Retro High OG NRG Not For Resale,8,7411.0,EUR,US Men
13562008,Jordan,Air Jordan 1 Retro High OG NRG Not For Resale,default,5769.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,7.5,8538.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,8,7252.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,8.5,6897.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,9,5958.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,9.5,8577.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,10,7336.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,11,11696.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,12,5676.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,12.5,6781.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,14,10901.0,EUR,US Men
16232100,Nike,Dunk Low sneakers ,default,5511.0,EUR,US Men
16614214,Philipp Plein,Runner crystal-embellished sneakers,default,5400.0,EUR,Italy
16614209,Philipp Plein,crystal-embellished low top sneakers,default,5400.0,EUR,Italy
18231310,Nike,"Dunk Low Pro SB sneakers ""Loden""",default,5458.0,EUR,US Men
18198786,Nike,Dunk Low Pro SB sneakers,default,5458.0,EUR,US Men
13678165,Jordan,Air Jordan 5 Retro sneakers,default,5458.0,EUR,US Men
15696639,Nike,"SB Dunk Low ""Grateful Dead"" sneakers",5.5,7797.0,EUR,US Men
15696639,Nike,"SB Dunk Low ""Grateful Dead"" sneakers",6,5458.0,EUR,US Men
15696639,Nike,"SB Dunk Low ""Grateful Dead"" sneakers",8.5,8577.0,EUR,US Men
15696639,Nike,"SB Dunk Low ""Grateful Dead"" sneakers",default,5413.0,EUR,US Men
14477843,Jordan,Air Jordan 13 Retro sneakers,default,5429.0,EUR,US Men
14088197,Dolce & Gabbana,crocodile effect loafers,default,3950.0,EUR,Europe
14696744,Zegna,Tiziano crocodile effect sneakers,default,5231.0,EUR,UK
15010103,Nike,Kyrie 6 high-top sneakers,default,5130.0,EUR,US Men
14334944,Nike,Air Force 1 Low Supreme sneakers,10,5130.0,EUR,US Men
14334944,Nike,Air Force 1 Low Supreme sneakers,default,3425.0,EUR,US Men
14164997,Nike,SB Dunk Low Pro QS sneakers,default,5128.0,EUR,US Men
15216197,Nike,Kobe V Proto sneakers,default,5113.0,EUR,US Men
15584229,Nike,"SB Dunk ""Ben & Jerry's"" low-top sneakers",default,5057.0,EUR,US Men
14164660,Nike,Dunk Low Premium SB sneakers,9.5,5616.0,EUR,US Men
14164660,Nike,Dunk Low Premium SB sneakers,12,6238.0,EUR,US Men
14164660,Nike,Dunk Low Premium SB sneakers,default,4966.0,EUR,US Men
14267547,Nike,Dunk High Premium SB sneakers,13,4951.0,EUR,US Men
14267547,Nike,Dunk High Premium SB sneakers,default,4430.0,EUR,US Men
17800014,Philipp Plein,Strass hi-top sneakers ,default,4800.0,EUR,Italy
17799791,Philipp Plein,Strass Skull high-top sneakers,default,4800.0,EUR,Italy
15889935,Philipp Plein,Phantom Kick$ high-top sneakers,default,4800.0,EUR,Italy
15160742,Philipp Plein,Money Beast high-top sneakers,default,4800.0,EUR,Italy
14769578,Philipp Plein,Money Beast high-top sneakers,default,4800.0,EUR,Italy
13757995,Philipp Plein, Hi-Top Sneakers ,default,4800.0,EUR,Italy
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,5.5,11953.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,6.5,11953.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,8,5228.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,9.5,5811.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,10,5130.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,10.5,5130.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,11,5470.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,12,5130.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,13,5985.0,EUR,US Men
15110725,Nike,x Travis Scott SB Dunk low-top sneakers,default,4864.0,EUR,US Men
14166701,Jimmy Choo,Diamond crystal-embellished low-top sneakers,default,4700.0,EUR,Italy
14164803,adidas,x Pharrell Williams Human Race NMD TR sneakers,7,6840.0,EUR,UK
14164803,adidas,x Pharrell Williams Human Race NMD TR sneakers,default,4714.0,EUR,UK
14164740,Nike,x Comme Des Garçons Dunk HI Retro high-top sneakers,default,4678.0,EUR,US Men
18151560,Nike,"Dunk Low Pro ""Homer"" sneakers",default,4677.0,EUR,US Men
17784116,Nike,"Dunk Low Premium SB QS ""Shanghai"" sneakers",default,4677.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,7.5,7018.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,8,5071.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,8.5,5579.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,9,5458.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,9.5,5646.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,10,4815.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,10.5,5027.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,11,5458.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,11.5,5146.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,13,5843.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,14,5155.0,EUR,US Men
16778491,Jordan,Air Jordan 1 Retro High OG sneakers,default,4677.0,EUR,US Men
12960239,Nike X Off-White,The 10 Air Max 90 sneakers,13,4677.0,EUR,US Men
12960239,Nike X Off-White,The 10 Air Max 90 sneakers,default,3245.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,6,6942.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,6.5,5616.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,7,7018.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,8,7790.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,9,7796.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,11.5,7760.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,12.5,10894.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,13,9342.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,14,10901.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,15,10901.0,EUR,US Men
17036157,Jordan,x Travis Scott Air Jordan 1 High OG SP sneakers,default,4519.0,EUR,US Men
14463752,Nike,Flyknit Racer PRM sneakers,default,4531.0,EUR,US Men
14436972,Nike,Dunk Hi Supreme TZ LAF sneakers,default,4531.0,EUR,US Men
14027552,Jordan,x Doernbecher Air Jordan 6 Retro sneakers,default,4454.0,EUR,US Men
15999732,Kiton,collapsible-heel crocodile effect espadrilles,default,4208.0,EUR,UK
16186728,Philipp Plein,Caviar crystal Skeleton low-top sneakers,default,4200.0,EUR,Italy
14768187,Philipp Plein,Phantom Kick$ high top sneakers ,default,4200.0,EUR,Italy
17090095,Nike,KD 7 Oregon PE 'Oregon Ducks PE' sneakers,default,4281.0,EUR,US Men
16973725,Nike,"Zoom Revis ""Oregon Ducks"" sneakers",default,4281.0,EUR,US Men
14268622,Nike,Dunk Mid Premium sneakers,default,4281.0,EUR,US Men
14085746,adidas,NMD_R1 sneakers,11,5985.0,EUR,UK
14085746,adidas,NMD_R1 sneakers,default,4281.0,EUR,UK
14366145,Jordan,Air Jordan 1 Low Travis Scott,8.5,4522.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,10,4281.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,10.5,5112.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,11,4962.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,12.5,8533.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,13,5985.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,14,5130.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,15,5095.0,EUR,US Men
14366145,Jordan,Air Jordan 1 Low Travis Scott,default,4273.0,EUR,US Men
14147538,Nike,"Kobe 9 Elite ""Christmas"" sneakers ",default,4265.0,EUR,US Men
14085973,adidas YEEZY,Yeezy 750 Boost high-top sneakers,default,4166.0,EUR,UK
12963719,adidas YEEZY,"Yeezy Boost 350 ""Turtle Dove"" sneakers",6.5,4140.0,EUR,UK
12963719,adidas YEEZY,"Yeezy Boost 350 ""Turtle Dove"" sneakers",8.5,6317.0,EUR,UK
12963719,adidas YEEZY,"Yeezy Boost 350 ""Turtle Dove"" sneakers",10.5,3758.0,EUR,UK
12963719,adidas YEEZY,"Yeezy Boost 350 ""Turtle Dove"" sneakers",11.5,4231.0,EUR,UK
12963719,adidas YEEZY,"Yeezy Boost 350 ""Turtle Dove"" sneakers",default,1740.0,EUR,UK
16523200,Nike,SB Dunk Low sneakers,default,4154.0,EUR,US Men
17607442,Nike,x Stash NYC Air Force 1 High sneakers,default,4065.0,EUR,US Men
16152031,Dolce & Gabbana,crocodile leather slip-on shoes,default,3950.0,EUR,Europe
16152030,Dolce & Gabbana,crocodile leather slip-on shoes,default,3950.0,EUR,Europe
16152018,Dolce & Gabbana,crocodile leather slip-on shoes,default,3950.0,EUR,Europe
16152017,Dolce & Gabbana,crocodile leather slip-on shoes,default,3950.0,EUR,Europe
16151400,Dolce & Gabbana,crocodile leather slip-on shoes,default,3950.0,EUR,Europe
17152871,Nike,Free Rn 5.0 sneakers,default,4032.0,EUR,US Men
17057274,Nike,Acmi low-top sneakers,default,4032.0,EUR,US Men
14477866,Nike,Air Pippen 1 sneakers,default,3989.0,EUR,US Men
17988543,Nike,Dunk High Pro SB sneakers,default,3905.0,EUR,US Men
15193294,New Balance,M992 sneakers,9,4057.0,EUR,US
15193294,New Balance,M992 sneakers,default,3905.0,EUR,US
14806203,Nike,Dunk Low Pro SB sneakers,default,3905.0,EUR,US Men
14164814,Nike,PG 1 sneakers,default,3905.0,EUR,US Men
13812477,Jordan,Air Jordan X Max Pack sneakers,8,3905.0,EUR,US Men
13812477,Jordan,Air Jordan X Max Pack sneakers,8.5,4677.0,EUR,US Men
13812477,Jordan,Air Jordan X Max Pack sneakers,default,3124.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,9.5,10916.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,10,4677.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,10.5,3905.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,11,7766.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,12,4133.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,14,4678.0,EUR,US Men
12959907,Jordan,Air Jordan 4 Retro KAWS,default,3860.0,EUR,US Men
15237343,Nike,"SB Dunk Travis Scott ""Special Box"" sneakers",8,5811.0,EUR,US Men
15237343,Nike,"SB Dunk Travis Scott ""Special Box"" sneakers",10,4073.0,EUR,US Men
15237343,Nike,"SB Dunk Travis Scott ""Special Box"" sneakers",11,5130.0,EUR,US Men
15237343,Nike,"SB Dunk Travis Scott ""Special Box"" sneakers",12,5304.0,EUR,US Men
15237343,Nike,"SB Dunk Travis Scott ""Special Box"" sneakers",default,3766.0,EUR,US Men
13031608,Jordan,Air Jordan 1 Retro High OG EP sneakers,11,4281.0,EUR,US Men
13031608,Jordan,Air Jordan 1 Retro High OG EP sneakers,default,3856.0,EUR,US Men
17354048,Philipp Plein,King Power stud-embellished sneakers,default,3750.0,EUR,Italy
17353903,Philipp Plein,King Power low-top sneakers,default,3750.0,EUR,Italy
17353745,Philipp Plein,rhinestone lace-up sneakers,default,3750.0,EUR,Italy
17352855,Philipp Plein,King Power low-top sneakers,default,3750.0,EUR,Italy
15088218,New Balance,x WTAP sneakers,default,3344.0,EUR,US
16616006,Philipp Plein,tie dye low-top sneakers,40,2400.0,EUR,Italy
16616006,Philipp Plein,tie dye low-top sneakers,default,1440.0,EUR,Italy
16126628,Thom Browne,wool-blend felt ankle boots,default,2450.0,EUR,Size
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",4,4216.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",4.5,5298.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",5,4526.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",5.5,4768.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",7.5,4677.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",8,3981.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",8.5,7797.0,EUR,US Men
13157538,Nike X Off-White,"Air Jordan 1 Retro High ""Off-White - UNC"" sneakers",9.5,5496.0,EUR,US Men
